customer_ID,hotel,canceled,lead_time,arrival_year,arrival_month,arrival_week_number,arrival_day,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,appointment_status_value,payment_method,total_payment,gender,age_count
117,Resort Hotel,0,2,2015,July,27,4,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,G,1,No Deposit,240,,0,Transient,163,1,0,Check-Out,05-07-2015,Missed,Working capital,5995,Male,39
118,Resort Hotel,0,30,2015,July,27,4,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,C,0,No Deposit,8,,0,Contract,79.5,0,0,Check-Out,05-07-2015,Rescheduled,Working capital,7215,Male,21
119,Resort Hotel,1,51,2015,July,27,4,0,1,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,105,0,0,Canceled,29-05-2015,Completed,Medicare,6756,Female,57
120,Resort Hotel,1,36,2015,July,27,4,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,G,1,No Deposit,250,,0,Transient,123,0,0,No-Show,04-07-2015,Missed,Cash,675,Female,20
121,Resort Hotel,1,73,2015,July,27,4,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,73.8,0,2,Canceled,13-05-2015,Completed,Cash,7129,Male,46
122,Resort Hotel,1,33,2015,July,27,4,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,113,0,0,Canceled,16-06-2015,Missed,Cash,6199,Female,58
123,Resort Hotel,0,32,2015,July,27,4,0,1,4,0,0,FB,PRT,Complementary,Direct,0,0,0,H,H,2,No Deposit,,,0,Transient,0,0,1,Check-Out,05-07-2015,Rescheduled,Insurance,9599,Female,46
124,Resort Hotel,0,8,2015,July,27,4,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,123,0,0,Check-Out,05-07-2015,Cancelled,Auto,3292,Female,51
125,Resort Hotel,0,100,2015,July,27,4,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient-Party,73.8,1,1,Check-Out,06-07-2015,Missed,Insurance,3278,Male,51
126,Resort Hotel,0,1,2015,July,27,4,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,114.5,0,0,Check-Out,06-07-2015,Completed,Auto,6152,Female,45
127,Resort Hotel,0,100,2015,July,27,4,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient-Party,73.8,0,2,Check-Out,06-07-2015,Rescheduled,Cash,2834,Female,30
128,Resort Hotel,0,100,2015,July,27,4,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient-Party,73.8,0,1,Check-Out,06-07-2015,Missed,Cash,6216,Male,32
129,Resort Hotel,0,9,2015,July,28,5,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,88.2,0,1,Check-Out,06-07-2015,Completed,Insurance,3668,Female,40
130,Resort Hotel,1,5,2015,July,28,5,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,97,0,0,Canceled,01-07-2015,Completed,Insurance,9947,Female,61
131,Resort Hotel,0,0,2015,July,28,5,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,306,,0,Transient,85.1,0,0,Check-Out,06-07-2015,Completed,Auto,9871,Male,43
132,Resort Hotel,0,9,2015,July,28,5,1,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184,,0,Transient,89,0,0,Check-Out,06-07-2015,Missed,Working capital,2303,Male,21
133,Resort Hotel,0,2,2015,July,28,5,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,80.1,0,0,Check-Out,06-07-2015,Missed,Auto,1490,Male,43
134,Resort Hotel,0,2,2015,July,28,5,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,,0,Transient,98,0,0,Check-Out,06-07-2015,Missed,Insurance,1842,Male,57
135,Resort Hotel,0,9,2015,July,28,5,1,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184,,0,Transient,101,1,0,Check-Out,06-07-2015,Cancelled,Insurance,2025,Female,26
136,Resort Hotel,0,2,2015,July,28,5,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,167,0,1,Check-Out,06-07-2015,Missed,Medicare,719,Female,22
137,Resort Hotel,0,44,2015,July,28,5,2,0,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,3,No Deposit,240,,0,Transient,225,2,0,Check-Out,07-07-2015,Missed,Insurance,1374,Male,49
138,Resort Hotel,0,80,2015,July,28,5,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,,0,Transient,97,1,0,Check-Out,07-07-2015,Missed,Medicare,1056,Male,37
139,Resort Hotel,0,97,2015,July,28,5,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,87.3,0,2,Check-Out,09-07-2015,Cancelled,Working capital,2039,Female,67
140,Resort Hotel,0,109,2015,July,28,5,2,3,2,1,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,241,,0,Transient,85.59,1,2,Check-Out,10-07-2015,Missed,Auto,4053,Male,28
141,Resort Hotel,0,30,2015,July,28,5,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,123,0,0,Check-Out,10-07-2015,Completed,Auto,1068,Female,32
142,Resort Hotel,0,64,2015,July,28,5,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,107,0,0,Check-Out,10-07-2015,Missed,Medicare,9608,Male,49
143,Resort Hotel,0,39,2015,July,28,5,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,163,0,0,Check-Out,11-07-2015,Completed,Auto,9335,Female,45
144,Resort Hotel,0,90,2015,July,28,5,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,82,0,0,Check-Out,11-07-2015,Completed,Insurance,381,Male,39
145,Resort Hotel,1,34,2015,July,28,5,2,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,163,0,0,Canceled,17-06-2015,Completed,Cash,6362,Male,58
146,Resort Hotel,1,93,2015,July,28,5,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,,0,Transient,105.5,0,0,Canceled,01-05-2015,Cancelled,Medicare,1158,Female,34
147,Resort Hotel,0,97,2015,July,28,5,2,5,2,2,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250,,0,Transient,164.2,1,1,Check-Out,12-07-2015,Cancelled,Auto,4393,Male,43
148,Resort Hotel,0,29,2015,July,28,5,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,97.29,0,1,Check-Out,12-07-2015,Cancelled,Medicare,5278,Female,61
149,Resort Hotel,1,101,2015,July,28,5,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,114,0,1,Canceled,30-03-2015,Missed,Medicare,7080,Female,24
150,Resort Hotel,0,27,2015,July,28,5,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175,,0,Transient,98.4,0,0,Check-Out,12-07-2015,Completed,Cash,9300,Female,59
151,Resort Hotel,0,8,2015,July,28,5,4,5,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,,0,Transient,175,1,1,Check-Out,14-07-2015,Cancelled,Insurance,1329,Female,43
152,Resort Hotel,0,82,2015,July,28,5,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,,0,Transient,63.6,1,2,Check-Out,15-07-2015,Cancelled,Medicare,9327,Female,42
153,Resort Hotel,0,94,2015,July,28,5,4,6,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,C,3,No Deposit,,,0,Transient,124.45,1,1,Check-Out,15-07-2015,Missed,Auto,4685,Male,27
154,Resort Hotel,0,110,2015,July,28,5,4,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,,0,Contract,110.7,0,0,Check-Out,16-07-2015,Cancelled,Working capital,8567,Male,62
155,Resort Hotel,0,96,2015,July,28,5,4,10,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,74.07,0,0,Check-Out,19-07-2015,Missed,Medicare,2840,Female,36
156,Resort Hotel,0,79,2015,July,28,5,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,,0,Contract,134.1,0,0,Check-Out,19-07-2015,Rescheduled,Medicare,2389,Male,28
157,Resort Hotel,0,115,2015,July,28,6,1,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,,0,Transient,167,0,0,Check-Out,11-07-2015,Cancelled,Cash,1339,Female,30
158,Resort Hotel,0,111,2015,July,28,6,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,123,0,2,Check-Out,10-07-2015,Rescheduled,Insurance,5470,Male,25
159,Resort Hotel,0,51,2015,July,28,6,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,,0,Transient,117.81,1,2,Check-Out,10-07-2015,Missed,Working capital,225,Male,57
160,Resort Hotel,0,94,2015,July,28,6,1,3,3,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96,,0,Transient,171.32,0,1,Check-Out,10-07-2015,Completed,Auto,7573,Male,21
161,Resort Hotel,0,81,2015,July,28,6,1,3,2,2,0,HB,CHE,Direct,Direct,0,0,0,G,G,0,No Deposit,250,,0,Transient,210,1,0,Check-Out,10-07-2015,Cancelled,Working capital,9500,Male,64
162,Resort Hotel,0,84,2015,July,28,6,1,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,240,,0,Transient,97,0,2,Check-Out,10-07-2015,Missed,Auto,5442,Female,48
163,Resort Hotel,0,51,2015,July,28,6,1,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,,0,Transient,117.81,0,2,Check-Out,10-07-2015,Completed,Insurance,7451,Female,45
164,Resort Hotel,0,111,2015,July,28,6,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,240,,0,Transient,0,0,2,Check-Out,06-07-2015,Completed,Auto,6738,Male,28
165,Resort Hotel,0,0,2015,July,28,6,0,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,H,0,No Deposit,250,,0,Transient,0,0,0,Check-Out,06-07-2015,Rescheduled,Cash,6670,Male,60
166,Resort Hotel,0,2,2015,July,28,6,1,0,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,131,0,0,Check-Out,07-07-2015,Missed,Cash,3349,Female,18
167,Resort Hotel,0,7,2015,July,28,6,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,,0,Transient,98,0,2,Check-Out,08-07-2015,Completed,Cash,9210,Male,66
168,Resort Hotel,0,98,2015,July,28,6,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,,0,Transient,87.3,1,1,Check-Out,08-07-2015,Cancelled,Cash,7695,Female,64
169,Resort Hotel,0,95,2015,July,28,6,1,2,2,0,0,BB,GRC,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,97,0,1,Check-Out,09-07-2015,Cancelled,Working capital,6394,Female,69
170,Resort Hotel,1,48,2015,July,28,6,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,167,0,0,Canceled,03-06-2015,Rescheduled,Insurance,6627,Female,55
171,Resort Hotel,0,66,2015,July,28,6,1,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,175,,0,Transient,91.5,0,0,Check-Out,10-07-2015,Completed,Auto,5857,Male,41
172,Resort Hotel,0,104,2015,July,28,6,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,,0,Transient,73.8,0,1,Check-Out,10-07-2015,Missed,Auto,2069,Female,64
173,Resort Hotel,0,28,2015,July,28,6,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,123,0,0,Check-Out,11-07-2015,Cancelled,Cash,991,Male,48
174,Resort Hotel,0,34,2015,July,28,6,1,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,,0,Transient,175,1,0,Check-Out,11-07-2015,Completed,Cash,4570,Female,58
175,Resort Hotel,0,98,2015,July,28,6,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,117.8,1,1,Check-Out,12-07-2015,Completed,Medicare,7275,Male,63
176,Resort Hotel,0,104,2015,July,28,6,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,,0,Transient,117.63,0,0,Check-Out,12-07-2015,Rescheduled,Insurance,9656,Male,67
177,Resort Hotel,0,68,2015,July,28,6,2,5,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,185,0,0,Check-Out,13-07-2015,Cancelled,Working capital,8420,Male,43
178,Resort Hotel,1,86,2015,July,28,6,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,,0,Transient,71,0,1,Canceled,26-06-2015,Cancelled,Auto,9306,Female,66
179,Resort Hotel,0,258,2015,July,28,6,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,,0,Contract,47.25,0,0,Check-Out,13-07-2015,Missed,Medicare,6912,Female,67
180,Resort Hotel,0,111,2015,July,28,6,3,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,151,0,1,Check-Out,14-07-2015,Cancelled,Medicare,7619,Male,22
181,Resort Hotel,1,94,2015,July,28,6,3,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,87.3,0,0,Canceled,14-05-2015,Missed,Auto,4712,Male,37
182,Resort Hotel,0,112,2015,July,28,6,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,120.6,0,1,Check-Out,16-07-2015,Cancelled,Working capital,9810,Male,69
183,Resort Hotel,0,100,2015,July,28,6,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,241,,0,Transient,63.86,0,1,Check-Out,16-07-2015,Rescheduled,Medicare,1298,Female,58
184,Resort Hotel,0,33,2015,July,28,6,3,7,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,5,No Deposit,250,,0,Transient,157.1,0,1,Check-Out,16-07-2015,Cancelled,Medicare,5338,Female,28
185,Resort Hotel,0,97,2015,July,28,6,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,,0,Contract,91.37,0,2,Check-Out,16-07-2015,Missed,Insurance,6189,Female,50
186,Resort Hotel,0,80,2015,July,28,6,3,8,1,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,73,0,0,Check-Out,17-07-2015,Missed,Working capital,6357,Female,67
187,Resort Hotel,0,90,2015,July,28,6,4,10,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,,0,Contract,110.7,0,0,Check-Out,20-07-2015,Rescheduled,Medicare,7805,Male,55
188,Resort Hotel,0,111,2015,July,28,6,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,93.6,0,0,Check-Out,20-07-2015,Cancelled,Working capital,3819,Male,44
189,Resort Hotel,0,65,2015,July,28,6,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,127,,0,Transient,83.5,0,0,Check-Out,13-07-2015,Cancelled,Auto,402,Female,51
190,Resort Hotel,1,67,2015,July,28,7,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,73.8,0,1,Canceled,07-05-2015,Rescheduled,Cash,1086,Female,32
191,Resort Hotel,0,55,2015,July,28,7,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,82,1,2,Check-Out,10-07-2015,Cancelled,Medicare,4540,Male,49
192,Resort Hotel,0,21,2015,July,28,7,0,3,2,1,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,,0,Transient,185.5,0,1,Check-Out,10-07-2015,Cancelled,Insurance,5009,Female,38
193,Resort Hotel,0,8,2015,July,28,7,0,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0,0,1,Check-Out,07-07-2015,Missed,Auto,3172,Female,63
194,Resort Hotel,0,8,2015,July,28,7,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,,0,Transient,0,0,1,Check-Out,07-07-2015,Cancelled,Working capital,3224,Female,22
195,Resort Hotel,0,0,2015,July,28,7,0,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,109.8,0,3,Check-Out,08-07-2015,Cancelled,Auto,9619,Female,23
196,Resort Hotel,0,0,2015,July,28,7,0,1,3,0,0,HB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,195,1,0,Check-Out,08-07-2015,Rescheduled,Medicare,8225,Female,55
197,Resort Hotel,0,8,2015,July,28,7,0,4,3,2,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,240,,0,Transient,193,0,1,Check-Out,11-07-2015,Rescheduled,Working capital,3391,Female,39
198,Resort Hotel,0,66,2015,July,28,7,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,97,0,2,Check-Out,11-07-2015,Completed,Cash,4133,Male,35
199,Resort Hotel,0,88,2015,July,28,7,0,4,3,0,0,HB,USA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,95,,0,Transient,150,0,1,Check-Out,11-07-2015,Missed,Auto,5205,Female,31
200,Resort Hotel,0,0,2015,July,28,7,0,4,2,0,0,BB,NLD,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,98,0,0,Check-Out,11-07-2015,Cancelled,Medicare,803,Female,27
201,Resort Hotel,1,43,2015,July,28,7,0,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,,0,Transient,91.5,0,0,Canceled,28-05-2015,Cancelled,Insurance,8233,Male,63
202,Resort Hotel,1,88,2015,July,28,7,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,139,0,2,Canceled,13-04-2015,Completed,Working capital,674,Male,30
203,Resort Hotel,0,54,2015,July,28,7,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,,0,Transient,79.5,0,0,Check-Out,14-07-2015,Cancelled,Auto,5804,Male,48
204,Resort Hotel,1,292,2015,July,28,7,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,,0,Contract,47.25,0,0,Canceled,25-03-2015,Missed,Auto,7948,Female,47
205,Resort Hotel,0,112,2015,July,28,7,4,10,2,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,,0,Contract,126.65,0,1,Check-Out,21-07-2015,Completed,Cash,5308,Male,20
206,Resort Hotel,0,68,2015,July,28,8,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,107,0,1,Check-Out,11-07-2015,Missed,Cash,7024,Female,47
207,Resort Hotel,0,7,2015,July,28,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,131,1,2,Check-Out,12-07-2015,Completed,Insurance,3928,Female,23
208,Resort Hotel,0,1,2015,July,28,8,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,131,1,1,Check-Out,12-07-2015,Completed,Insurance,3330,Female,46
209,Resort Hotel,1,113,2015,July,28,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,123,0,1,Canceled,28-05-2015,Rescheduled,Medicare,588,Male,25
210,Resort Hotel,0,5,2015,July,28,8,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,146,0,1,Check-Out,12-07-2015,Missed,Medicare,7214,Male,61
211,Resort Hotel,0,83,2015,July,28,8,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,105,,0,Transient,110.7,0,1,Check-Out,12-07-2015,Cancelled,Insurance,9639,Male,62
212,Resort Hotel,1,105,2015,July,28,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,73.8,0,1,Canceled,29-06-2015,Cancelled,Insurance,3273,Male,60
213,Resort Hotel,0,0,2015,July,28,8,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146,,0,Transient,61,0,0,Check-Out,09-07-2015,Missed,Working capital,1767,Male,61
214,Resort Hotel,1,1,2015,July,28,8,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,110,0,Transient,104.72,0,1,Canceled,08-07-2015,Cancelled,Cash,9929,Female,50
215,Resort Hotel,0,1,2015,July,28,8,0,2,2,0,0,BB,CHE,Corporate,Corporate,0,0,0,A,F,0,No Deposit,,110,0,Transient,104.72,1,1,Check-Out,10-07-2015,Cancelled,Medicare,4214,Female,34
216,Resort Hotel,1,102,2015,July,28,8,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,9,,0,Transient,66.42,0,1,Canceled,28-05-2015,Missed,Cash,3653,Female,65
217,Resort Hotel,0,113,2015,July,28,8,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250,,0,Transient,77.96,1,1,Check-Out,14-07-2015,Completed,Cash,7861,Female,28
218,Resort Hotel,1,280,2015,July,28,8,2,5,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,,0,Contract,112,0,1,Canceled,15-04-2015,Missed,Insurance,1100,Male,30
219,Resort Hotel,0,96,2015,July,28,8,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,,0,Transient,107,0,1,Check-Out,15-07-2015,Completed,Working capital,9142,Male,67
220,Resort Hotel,0,394,2015,July,28,8,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,,0,Contract,89.68,0,0,Check-Out,15-07-2015,Cancelled,Auto,1488,Female,28
221,Resort Hotel,0,33,2015,July,28,8,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,155,0,0,Check-Out,15-07-2015,Cancelled,Working capital,5550,Male,48
222,Resort Hotel,0,82,2015,July,28,8,2,6,3,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,112,0,1,Check-Out,16-07-2015,Cancelled,Working capital,3812,Male,45
223,Resort Hotel,0,100,2015,July,28,8,2,7,3,0,0,BB,DNK,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,,0,Transient-Party,130.1,0,3,Check-Out,17-07-2015,Rescheduled,Cash,1467,Female,61
224,Resort Hotel,0,100,2015,July,28,8,2,7,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient-Party,100.1,0,2,Check-Out,17-07-2015,Completed,Working capital,8289,Female,23
225,Resort Hotel,0,17,2015,July,28,9,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,,0,Transient,123,0,3,Check-Out,10-07-2015,Rescheduled,Medicare,9113,Male,58
226,Resort Hotel,0,68,2015,July,28,9,0,2,3,0,0,BB,ARG,Direct,Direct,0,0,0,A,C,0,No Deposit,250,,0,Transient,124,1,1,Check-Out,11-07-2015,Rescheduled,Cash,554,Male,33
227,Resort Hotel,0,12,2015,July,28,9,0,2,2,2,0,BB,PRT,Direct,Direct,0,0,0,H,G,2,No Deposit,,,0,Transient,146,1,0,Check-Out,11-07-2015,Missed,Medicare,9916,Female,21
228,Resort Hotel,1,77,2015,July,28,9,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,97,0,0,Canceled,02-06-2015,Rescheduled,Auto,2872,Female,52
229,Resort Hotel,1,24,2015,July,28,9,0,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,,0,Transient,123,0,1,Canceled,16-06-2015,Missed,Cash,3826,Female,65
230,Resort Hotel,1,44,2015,July,28,9,0,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,153,0,0,Canceled,16-06-2015,Missed,Auto,7332,Male,43
231,Resort Hotel,0,78,2015,July,28,9,0,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,82,0,2,Check-Out,12-07-2015,Rescheduled,Cash,4906,Female,29
232,Resort Hotel,1,17,2015,July,28,9,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,105.08,0,0,Canceled,23-06-2015,Completed,Insurance,2290,Female,28
233,Resort Hotel,1,103,2015,July,28,9,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,65.42,0,0,Canceled,27-06-2015,Completed,Working capital,9208,Male,54
234,Resort Hotel,0,16,2015,July,28,9,1,3,1,0,0,BB,RUS,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,98,0,1,Check-Out,13-07-2015,Completed,Insurance,2975,Male,42
235,Resort Hotel,0,14,2015,July,28,9,2,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,75.46,1,1,Check-Out,14-07-2015,Completed,Auto,5692,Male,35
